Year,suicidal thoughts,State,Search_Term,suicide hotline,self harm,mental health crisis,suicide prevention,crisis hotline,psychiatric hospital,depression help
2021,,New Mexico,crisis hotline,,,,,10.666666666666666,,
2022,,New Mexico,crisis hotline,,,,,14.333333333333334,,
2023,,New Mexico,crisis hotline,,,,,10.416666666666666,,
2013,,New Mexico,psychiatric hospital,,,,,,7.5,
2014,,New Mexico,psychiatric hospital,,,,,,6.833333333333333,
2015,,New Mexico,psychiatric hospital,,,,,,0.0,
2016,,New Mexico,psychiatric hospital,,,,,,6.0,
2017,,New Mexico,psychiatric hospital,,,,,,35.083333333333336,
2018,,New Mexico,psychiatric hospital,,,,,,37.083333333333336,
2019,,New Mexico,psychiatric hospital,,,,,,40.0,
2020,,New Mexico,psychiatric hospital,,,,,,40.833333333333336,
2021,,New Mexico,psychiatric hospital,,,,,,70.16666666666667,
2022,,New Mexico,psychiatric hospital,,,,,,44.75,
2023,,New Mexico,psychiatric hospital,,,,,,47.0,
2013,,New Mexico,depression help,,,,,,,7.166666666666667
2014,,New Mexico,depression help,,,,,,,14.0
2015,,New Mexico,depression help,,,,,,,25.583333333333332
2016,,New Mexico,depression help,,,,,,,46.0
2017,,New Mexico,depression help,,,,,,,55.5
2018,,New Mexico,depression help,,,,,,,65.5
2019,,New Mexico,depression help,,,,,,,59.25
2020,,New Mexico,depression help,,,,,,,54.666666666666664
2021,,New Mexico,depression help,,,,,,,60.75
2022,,New Mexico,depression help,,,,,,,72.58333333333333
2023,,New Mexico,depression help,,,,,,,74.25
2013,74.08333333333333,New York,suicidal thoughts,,,,,,,
2014,70.0,New York,suicidal thoughts,,,,,,,
2015,63.583333333333336,New York,suicidal thoughts,,,,,,,
2016,51.583333333333336,New York,suicidal thoughts,,,,,,,
2017,51.416666666666664,New York,suicidal thoughts,,,,,,,
2018,54.0,New York,suicidal thoughts,,,,,,,
2019,42.916666666666664,New York,suicidal thoughts,,,,,,,
2020,36.833333333333336,New York,suicidal thoughts,,,,,,,
2021,33.666666666666664,New York,suicidal thoughts,,,,,,,
2022,36.833333333333336,New York,suicidal thoughts,,,,,,,
2023,30.916666666666668,New York,suicidal thoughts,,,,,,,
2013,,New York,suicide hotline,25.833333333333332,,,,,,
2014,,New York,suicide hotline,26.333333333333332,,,,,,
2015,,New York,suicide hotline,28.666666666666668,,,,,,
2016,,New York,suicide hotline,29.666666666666668,,,,,,
2017,,New York,suicide hotline,47.333333333333336,,,,,,
2018,,New York,suicide hotline,50.416666666666664,,,,,,
2019,,New York,suicide hotline,38.166666666666664,,,,,,
2020,,New York,suicide hotline,41.833333333333336,,,,,,
2021,,New York,suicide hotline,38.583333333333336,,,,,,
2022,,New York,suicide hotline,46.5,,,,,,
2023,,New York,suicide hotline,40.833333333333336,,,,,,
2013,,New York,self harm,,76.33333333333333,,,,,
2014,,New York,self harm,,79.91666666666667,,,,,
2015,,New York,self harm,,66.75,,,,,
2016,,New York,self harm,,52.666666666666664,,,,,
2017,,New York,self harm,,51.583333333333336,,,,,
2018,,New York,self harm,,53.0,,,,,
2019,,New York,self harm,,44.583333333333336,,,,,
2020,,New York,self harm,,49.416666666666664,,,,,
2021,,New York,self harm,,55.916666666666664,,,,,
2022,,New York,self harm,,56.75,,,,,
2023,,New York,self harm,,55.583333333333336,,,,,
2013,,New York,mental health crisis,,,10.166666666666666,,,,
2014,,New York,mental health crisis,,,18.166666666666668,,,,
2015,,New York,mental health crisis,,,25.75,,,,
2016,,New York,mental health crisis,,,23.083333333333332,,,,
2017,,New York,mental health crisis,,,28.916666666666668,,,,
2018,,New York,mental health crisis,,,37.166666666666664,,,,
2019,,New York,mental health crisis,,,42.25,,,,
2020,,New York,mental health crisis,,,49.5,,,,
2021,,New York,mental health crisis,,,53.833333333333336,,,,
2022,,New York,mental health crisis,,,87.33333333333333,,,,
2023,,New York,mental health crisis,,,84.16666666666667,,,,
2013,,New York,suicide prevention,,,,25.75,,,
2014,,New York,suicide prevention,,,,28.75,,,
2015,,New York,suicide prevention,,,,30.75,,,
2016,,New York,suicide prevention,,,,27.583333333333332,,,
2017,,New York,suicide prevention,,,,35.583333333333336,,,
2018,,New York,suicide prevention,,,,44.083333333333336,,,
2019,,New York,suicide prevention,,,,40.25,,,
2020,,New York,suicide prevention,,,,33.833333333333336,,,
2021,,New York,suicide prevention,,,,29.833333333333332,,,
2022,,New York,suicide prevention,,,,39.333333333333336,,,
2023,,New York,suicide prevention,,,,33.083333333333336,,,
2013,,New York,crisis hotline,,,,,24.583333333333332,,
2014,,New York,crisis hotline,,,,,31.666666666666668,,
2015,,New York,crisis hotline,,,,,42.916666666666664,,
2016,,New York,crisis hotline,,,,,38.666666666666664,,
2017,,New York,crisis hotline,,,,,42.0,,
2018,,New York,crisis hotline,,,,,44.666666666666664,,
2019,,New York,crisis hotline,,,,,43.0,,
2020,,New York,crisis hotline,,,,,52.166666666666664,,
2021,,New York,crisis hotline,,,,,46.25,,
2022,,New York,crisis hotline,,,,,54.666666666666664,,
2023,,New York,crisis hotline,,,,,50.166666666666664,,
2013,,New York,psychiatric hospital,,,,,,83.33333333333333,
2014,,New York,psychiatric hospital,,,,,,76.75,
2015,,New York,psychiatric hospital,,,,,,79.58333333333333,
2016,,New York,psychiatric hospital,,,,,,81.08333333333333,
2017,,New York,psychiatric hospital,,,,,,85.58333333333333,
2018,,New York,psychiatric hospital,,,,,,89.5,
2019,,New York,psychiatric hospital,,,,,,80.83333333333333,
2020,,New York,psychiatric hospital,,,,,,74.41666666666667,
2021,,New York,psychiatric hospital,,,,,,78.75,
2022,,New York,psychiatric hospital,,,,,,83.5,
2023,,New York,psychiatric hospital,,,,,,75.41666666666667,
2013,,New York,depression help,,,,,,,56.25
2014,,New York,depression help,,,,,,,58.833333333333336
2015,,New York,depression help,,,,,,,64.41666666666667
2016,,New York,depression help,,,,,,,65.5
2017,,New York,depression help,,,,,,,76.33333333333333
2018,,New York,depression help,,,,,,,80.91666666666667
2019,,New York,depression help,,,,,,,77.08333333333333
2020,,New York,depression help,,,,,,,77.08333333333333
2021,,New York,depression help,,,,,,,71.5
2022,,New York,depression help,,,,,,,79.08333333333333
2023,,New York,depression help,,,,,,,72.33333333333333
2013,62.75,North Carolina,suicidal thoughts,,,,,,,
2014,65.33333333333333,North Carolina,suicidal thoughts,,,,,,,
2015,57.166666666666664,North Carolina,suicidal thoughts,,,,,,,
2016,52.5,North Carolina,suicidal thoughts,,,,,,,
2017,52.833333333333336,North Carolina,suicidal thoughts,,,,,,,
2018,55.75,North Carolina,suicidal thoughts,,,,,,,
2019,48.75,North Carolina,suicidal thoughts,,,,,,,
2020,38.916666666666664,North Carolina,suicidal thoughts,,,,,,,
2021,38.416666666666664,North Carolina,suicidal thoughts,,,,,,,
2022,42.916666666666664,North Carolina,suicidal thoughts,,,,,,,
2023,34.333333333333336,North Carolina,suicidal thoughts,,,,,,,
2013,,North Carolina,suicide hotline,24.416666666666668,,,,,,
2014,,North Carolina,suicide hotline,31.416666666666668,,,,,,
2015,,North Carolina,suicide hotline,31.75,,,,,,
2016,,North Carolina,suicide hotline,32.833333333333336,,,,,,
2017,,North Carolina,suicide hotline,56.5,,,,,,
2018,,North Carolina,suicide hotline,55.333333333333336,,,,,,
2019,,North Carolina,suicide hotline,45.25,,,,,,
2020,,North Carolina,suicide hotline,48.5,,,,,,
2021,,North Carolina,suicide hotline,47.916666666666664,,,,,,
2022,,North Carolina,suicide hotline,61.833333333333336,,,,,,
2023,,North Carolina,suicide hotline,56.666666666666664,,,,,,
2013,,North Carolina,self harm,,70.0,,,,,
2014,,North Carolina,self harm,,83.5,,,,,
2015,,North Carolina,self harm,,76.33333333333333,,,,,
2016,,North Carolina,self harm,,53.0,,,,,
2017,,North Carolina,self harm,,50.583333333333336,,,,,
2018,,North Carolina,self harm,,45.333333333333336,,,,,
2019,,North Carolina,self harm,,42.833333333333336,,,,,
2020,,North Carolina,self harm,,44.416666666666664,,,,,
2021,,North Carolina,self harm,,53.75,,,,,
2022,,North Carolina,self harm,,53.75,,,,,
2023,,North Carolina,self harm,,58.25,,,,,
2013,,North Carolina,mental health crisis,,,6.916666666666667,,,,
2014,,North Carolina,mental health crisis,,,0.0,,,,
2015,,North Carolina,mental health crisis,,,11.25,,,,
2016,,North Carolina,mental health crisis,,,17.166666666666668,,,,
2017,,North Carolina,mental health crisis,,,30.0,,,,
2018,,North Carolina,mental health crisis,,,29.166666666666668,,,,
2019,,North Carolina,mental health crisis,,,28.583333333333332,,,,
2020,,North Carolina,mental health crisis,,,42.333333333333336,,,,
2021,,North Carolina,mental health crisis,,,62.916666666666664,,,,
2022,,North Carolina,mental health crisis,,,75.66666666666667,,,,
2023,,North Carolina,mental health crisis,,,78.91666666666667,,,,
2013,,North Carolina,suicide prevention,,,,24.75,,,
2014,,North Carolina,suicide prevention,,,,25.583333333333332,,,
2015,,North Carolina,suicide prevention,,,,28.75,,,
2016,,North Carolina,suicide prevention,,,,22.75,,,
2017,,North Carolina,suicide prevention,,,,27.25,,,
2018,,North Carolina,suicide prevention,,,,31.833333333333332,,,
2019,,North Carolina,suicide prevention,,,,31.5,,,
2020,,North Carolina,suicide prevention,,,,29.083333333333332,,,
2021,,North Carolina,suicide prevention,,,,26.666666666666668,,,
2022,,North Carolina,suicide prevention,,,,37.166666666666664,,,
2023,,North Carolina,suicide prevention,,,,30.416666666666668,,,
2013,,North Carolina,crisis hotline,,,,,19.416666666666668,,
2014,,North Carolina,crisis hotline,,,,,10.916666666666666,,
2015,,North Carolina,crisis hotline,,,,,28.583333333333332,,
2016,,North Carolina,crisis hotline,,,,,37.333333333333336,,
2017,,North Carolina,crisis hotline,,,,,51.5,,
2018,,North Carolina,crisis hotline,,,,,41.583333333333336,,
2019,,North Carolina,crisis hotline,,,,,55.583333333333336,,
2020,,North Carolina,crisis hotline,,,,,57.333333333333336,,
2021,,North Carolina,crisis hotline,,,,,51.166666666666664,,
2022,,North Carolina,crisis hotline,,,,,72.16666666666667,,
2023,,North Carolina,crisis hotline,,,,,63.0,,
2013,,North Carolina,psychiatric hospital,,,,,,70.66666666666667,
2014,,North Carolina,psychiatric hospital,,,,,,63.5,
2015,,North Carolina,psychiatric hospital,,,,,,69.58333333333333,
2016,,North Carolina,psychiatric hospital,,,,,,59.0,
2017,,North Carolina,psychiatric hospital,,,,,,62.583333333333336,
2018,,North Carolina,psychiatric hospital,,,,,,67.41666666666667,
2019,,North Carolina,psychiatric hospital,,,,,,62.25,
2020,,North Carolina,psychiatric hospital,,,,,,59.916666666666664,
2021,,North Carolina,psychiatric hospital,,,,,,67.66666666666667,
2022,,North Carolina,psychiatric hospital,,,,,,70.75,
2023,,North Carolina,psychiatric hospital,,,,,,70.25,
2013,,North Carolina,depression help,,,,,,,41.75
2014,,North Carolina,depression help,,,,,,,49.666666666666664
2015,,North Carolina,depression help,,,,,,,53.166666666666664
2016,,North Carolina,depression help,,,,,,,52.5
2017,,North Carolina,depression help,,,,,,,56.333333333333336
2018,,North Carolina,depression help,,,,,,,61.166666666666664
2019,,North Carolina,depression help,,,,,,,61.0
2020,,North Carolina,depression help,,,,,,,61.083333333333336
2021,,North Carolina,depression help,,,,,,,62.416666666666664
2022,,North Carolina,depression help,,,,,,,68.66666666666667
2023,,North Carolina,depression help,,,,,,,67.33333333333333
2013,,North Dakota,suicide hotline,0.0,,,,,,
2014,,North Dakota,suicide hotline,0.0,,,,,,
2015,,North Dakota,suicide hotline,0.0,,,,,,
2016,,North Dakota,suicide hotline,0.0,,,,,,
2017,,North Dakota,suicide hotline,7.0,,,,,,
2018,,North Dakota,suicide hotline,29.666666666666668,,,,,,
2019,,North Dakota,suicide hotline,6.0,,,,,,
2020,,North Dakota,suicide hotline,38.25,,,,,,
2021,,North Dakota,suicide hotline,6.083333333333333,,,,,,
2022,,North Dakota,suicide hotline,33.833333333333336,,,,,,
2023,,North Dakota,suicide hotline,15.416666666666666,,,,,,
2013,,North Dakota,self harm,,0.0,,,,,
2014,,North Dakota,self harm,,14.25,,,,,
2015,,North Dakota,self harm,,14.333333333333334,,,,,
2016,,North Dakota,self harm,,0.0,,,,,
2017,,North Dakota,self harm,,5.333333333333333,,,,,
2018,,North Dakota,self harm,,9.333333333333334,,,,,
2019,,North Dakota,self harm,,13.0,,,,,
2020,,North Dakota,self harm,,3.5,,,,,
2021,,North Dakota,self harm,,0.0,,,,,
2022,,North Dakota,self harm,,7.416666666666667,,,,,
2023,,North Dakota,self harm,,0.0,,,,,
2013,,North Dakota,mental health crisis,,,0.0,,,,
2014,,North Dakota,mental health crisis,,,0.0,,,,
2015,,North Dakota,mental health crisis,,,0.0,,,,
2016,,North Dakota,mental health crisis,,,0.0,,,,
2017,,North Dakota,mental health crisis,,,0.0,,,,
2018,,North Dakota,mental health crisis,,,0.0,,,,
2019,,North Dakota,mental health crisis,,,0.0,,,,
2020,,North Dakota,mental health crisis,,,0.0,,,,
2021,,North Dakota,mental health crisis,,,0.0,,,,
2022,,North Dakota,mental health crisis,,,0.0,,,,
2023,,North Dakota,mental health crisis,,,8.333333333333334,,,,
2013,,North Dakota,suicide prevention,,,,4.833333333333333,,,
2014,,North Dakota,suicide prevention,,,,0.0,,,
2015,,North Dakota,suicide prevention,,,,24.333333333333332,,,
2016,,North Dakota,suicide prevention,,,,6.833333333333333,,,
2017,,North Dakota,suicide prevention,,,,17.0,,,
2018,,North Dakota,suicide prevention,,,,6.083333333333333,,,
2019,,North Dakota,suicide prevention,,,,5.25,,,
2020,,North Dakota,suicide prevention,,,,7.666666666666667,,,
2021,,North Dakota,suicide prevention,,,,11.833333333333334,,,
2022,,North Dakota,suicide prevention,,,,13.833333333333334,,,
2023,,North Dakota,suicide prevention,,,,8.833333333333334,,,
2013,,North Dakota,crisis hotline,,,,,0.0,,
2014,,North Dakota,crisis hotline,,,,,0.0,,
2015,,North Dakota,crisis hotline,,,,,8.333333333333334,,
2016,,North Dakota,crisis hotline,,,,,0.0,,
2017,,North Dakota,crisis hotline,,,,,0.0,,
2018,,North Dakota,crisis hotline,,,,,0.0,,
2019,,North Dakota,crisis hotline,,,,,0.0,,
2020,,North Dakota,crisis hotline,,,,,0.0,,
2021,,North Dakota,crisis hotline,,,,,0.0,,
2022,,North Dakota,crisis hotline,,,,,3.8333333333333335,,
2023,,North Dakota,crisis hotline,,,,,0.0,,
2013,,North Dakota,psychiatric hospital,,,,,,8.333333333333334,
2014,,North Dakota,psychiatric hospital,,,,,,0.0,
2015,,North Dakota,psychiatric hospital,,,,,,0.0,
2016,,North Dakota,psychiatric hospital,,,,,,0.0,
2017,,North Dakota,psychiatric hospital,,,,,,0.0,
2018,,North Dakota,psychiatric hospital,,,,,,0.0,
2019,,North Dakota,psychiatric hospital,,,,,,0.0,
2020,,North Dakota,psychiatric hospital,,,,,,0.0,
2021,,North Dakota,psychiatric hospital,,,,,,0.0,
2022,,North Dakota,psychiatric hospital,,,,,,3.25,
2023,,North Dakota,psychiatric hospital,,,,,,0.0,
2013,,North Dakota,depression help,,,,,,,8.333333333333334
2014,,North Dakota,depression help,,,,,,,5.25
2015,,North Dakota,depression help,,,,,,,0.0
2016,,North Dakota,depression help,,,,,,,5.416666666666667
2017,,North Dakota,depression help,,,,,,,14.416666666666666
2018,,North Dakota,depression help,,,,,,,12.0
2019,,North Dakota,depression help,,,,,,,23.0
2020,,North Dakota,depression help,,,,,,,14.0
2021,,North Dakota,depression help,,,,,,,12.333333333333334
2022,,North Dakota,depression help,,,,,,,20.0
2023,,North Dakota,depression help,,,,,,,6.583333333333333
2013,63.25,Ohio,suicidal thoughts,,,,,,,
2014,65.5,Ohio,suicidal thoughts,,,,,,,
2015,55.75,Ohio,suicidal thoughts,,,,,,,
2016,52.583333333333336,Ohio,suicidal thoughts,,,,,,,
2017,52.833333333333336,Ohio,suicidal thoughts,,,,,,,
2018,55.0,Ohio,suicidal thoughts,,,,,,,
2019,51.75,Ohio,suicidal thoughts,,,,,,,
2020,38.583333333333336,Ohio,suicidal thoughts,,,,,,,
2021,39.25,Ohio,suicidal thoughts,,,,,,,
2022,41.25,Ohio,suicidal thoughts,,,,,,,
2023,36.083333333333336,Ohio,suicidal thoughts,,,,,,,
2013,,Ohio,suicide hotline,32.166666666666664,,,,,,
2014,,Ohio,suicide hotline,35.583333333333336,,,,,,
2015,,Ohio,suicide hotline,39.666666666666664,,,,,,
2016,,Ohio,suicide hotline,41.166666666666664,,,,,,
2017,,Ohio,suicide hotline,67.08333333333333,,,,,,
2018,,Ohio,suicide hotline,65.41666666666667,,,,,,
2019,,Ohio,suicide hotline,55.0,,,,,,
2020,,Ohio,suicide hotline,57.083333333333336,,,,,,
2021,,Ohio,suicide hotline,54.25,,,,,,
2022,,Ohio,suicide hotline,63.5,,,,,,
2023,,Ohio,suicide hotline,60.583333333333336,,,,,,
2013,,Ohio,self harm,,75.16666666666667,,,,,
2014,,Ohio,self harm,,79.58333333333333,,,,,
2015,,Ohio,self harm,,77.58333333333333,,,,,
2016,,Ohio,self harm,,53.416666666666664,,,,,
2017,,Ohio,self harm,,47.333333333333336,,,,,
2018,,Ohio,self harm,,46.0,,,,,
2019,,Ohio,self harm,,37.583333333333336,,,,,
2020,,Ohio,self harm,,40.25,,,,,
2021,,Ohio,self harm,,48.166666666666664,,,,,
2022,,Ohio,self harm,,47.166666666666664,,,,,
2023,,Ohio,self harm,,48.583333333333336,,,,,
2013,,Ohio,mental health crisis,,,3.0,,,,
2014,,Ohio,mental health crisis,,,2.6666666666666665,,,,
2015,,Ohio,mental health crisis,,,4.25,,,,
2016,,Ohio,mental health crisis,,,13.083333333333334,,,,
2017,,Ohio,mental health crisis,,,14.25,,,,
2018,,Ohio,mental health crisis,,,28.916666666666668,,,,
2019,,Ohio,mental health crisis,,,28.583333333333332,,,,
2020,,Ohio,mental health crisis,,,34.25,,,,
2021,,Ohio,mental health crisis,,,43.5,,,,
2022,,Ohio,mental health crisis,,,60.583333333333336,,,,
2023,,Ohio,mental health crisis,,,71.16666666666667,,,,
2013,,Ohio,suicide prevention,,,,25.333333333333332,,,
2014,,Ohio,suicide prevention,,,,27.333333333333332,,,
2015,,Ohio,suicide prevention,,,,30.5,,,
2016,,Ohio,suicide prevention,,,,26.833333333333332,,,
2017,,Ohio,suicide prevention,,,,30.583333333333332,,,
2018,,Ohio,suicide prevention,,,,38.083333333333336,,,
2019,,Ohio,suicide prevention,,,,36.0,,,
2020,,Ohio,suicide prevention,,,,30.75,,,
2021,,Ohio,suicide prevention,,,,28.75,,,
2022,,Ohio,suicide prevention,,,,35.5,,,
2023,,Ohio,suicide prevention,,,,34.0,,,
2013,,Ohio,crisis hotline,,,,,25.416666666666668,,
2014,,Ohio,crisis hotline,,,,,25.0,,
2015,,Ohio,crisis hotline,,,,,46.083333333333336,,
2016,,Ohio,crisis hotline,,,,,51.916666666666664,,
2017,,Ohio,crisis hotline,,,,,53.916666666666664,,
2018,,Ohio,crisis hotline,,,,,54.75,,
2019,,Ohio,crisis hotline,,,,,63.166666666666664,,
2020,,Ohio,crisis hotline,,,,,61.75,,
2021,,Ohio,crisis hotline,,,,,73.66666666666667,,
2022,,Ohio,crisis hotline,,,,,76.91666666666667,,
2023,,Ohio,crisis hotline,,,,,73.16666666666667,,
2013,,Ohio,psychiatric hospital,,,,,,63.416666666666664,
2014,,Ohio,psychiatric hospital,,,,,,64.5,
2015,,Ohio,psychiatric hospital,,,,,,64.41666666666667,
2016,,Ohio,psychiatric hospital,,,,,,67.91666666666667,
2017,,Ohio,psychiatric hospital,,,,,,75.25,
2018,,Ohio,psychiatric hospital,,,,,,75.41666666666667,
2019,,Ohio,psychiatric hospital,,,,,,77.91666666666667,
2020,,Ohio,psychiatric hospital,,,,,,61.916666666666664,
2021,,Ohio,psychiatric hospital,,,,,,76.08333333333333,
2022,,Ohio,psychiatric hospital,,,,,,78.16666666666667,
2023,,Ohio,psychiatric hospital,,,,,,74.33333333333333,
2013,,Ohio,depression help,,,,,,,55.5
2014,,Ohio,depression help,,,,,,,58.5
2015,,Ohio,depression help,,,,,,,68.66666666666667
2016,,Ohio,depression help,,,,,,,62.583333333333336
2017,,Ohio,depression help,,,,,,,67.33333333333333
2018,,Ohio,depression help,,,,,,,75.16666666666667
2019,,Ohio,depression help,,,,,,,75.33333333333333
2020,,Ohio,depression help,,,,,,,69.91666666666667
2021,,Ohio,depression help,,,,,,,69.33333333333333
2022,,Ohio,depression help,,,,,,,75.25
2023,,Ohio,depression help,,,,,,,74.75
2013,42.333333333333336,Oklahoma,suicidal thoughts,,,,,,,
2014,61.583333333333336,Oklahoma,suicidal thoughts,,,,,,,
2015,57.083333333333336,Oklahoma,suicidal thoughts,,,,,,,
2016,51.0,Oklahoma,suicidal thoughts,,,,,,,
2017,40.333333333333336,Oklahoma,suicidal thoughts,,,,,,,
2018,57.75,Oklahoma,suicidal thoughts,,,,,,,
2019,44.75,Oklahoma,suicidal thoughts,,,,,,,
2020,45.75,Oklahoma,suicidal thoughts,,,,,,,
2021,43.583333333333336,Oklahoma,suicidal thoughts,,,,,,,
2022,29.333333333333332,Oklahoma,suicidal thoughts,,,,,,,
2023,36.583333333333336,Oklahoma,suicidal thoughts,,,,,,,
2013,,Oklahoma,suicide hotline,14.0,,,,,,
2014,,Oklahoma,suicide hotline,20.416666666666668,,,,,,
2015,,Oklahoma,suicide hotline,25.916666666666668,,,,,,
2016,,Oklahoma,suicide hotline,26.833333333333332,,,,,,
2017,,Oklahoma,suicide hotline,59.583333333333336,,,,,,
2018,,Oklahoma,suicide hotline,59.666666666666664,,,,,,
